LOSS,LEARNING_RATE,LAYER_COUNT,MOMENTUM,NEURON_COUNT,HIT,TOTAL,EPOCH,FEATURE_COUNT,Diarystyka_totals,Diarystyka_hits,Refleksja_totals,Refleksja_hits,Krytyka_totals,Krytyka_hits,Informacja_totals,Informacja_hits,Porada_totals,Porada_hits,Modelowanie_totals,Modelowanie_hits,Fikcjonalnosc_totals,Fikcjonalnosc_hits,Nieblog_totals,Nieblog_hits,Filtr_totals,Filtr_hits,Inne_totals,Inne_hit
0.8128167986869812,0.001,3,0,16,14107,27697,10,10,4343,1957,452,0,5361,2809,1303,72,8116,5966,1262,0,233,78,2736,387,3823,2838,68,0
1.300983190536499,0.001,3,0.4,16,14286,27697,10,10,4343,1996,452,0,5361,2848,1303,92,8116,5832,1262,0,233,52,2736,671,3823,2795,68,0
1.210797905921936,0.001,3,0.8,16,14367,27697,10,10,4343,1666,452,0,5361,2735,1303,1,8116,5982,1262,4,233,64,2736,1033,3823,2882,68,0
1.1431124210357666,0.001,5,0,16,13967,27697,10,10,4343,2085,452,0,5361,2287,1303,80,8116,5653,1262,0,233,68,2736,967,3823,2827,68,0
1.5517398118972778,0.001,5,0.4,16,14075,27697,10,10,4343,2129,452,0,5361,2595,1303,61,8116,6047,1262,0,233,70,2736,410,3823,2763,68,0
1.280009150505066,0.001,5,0.8,16,14462,27697,10,10,4343,2027,452,0,5361,2150,1303,97,8116,5871,1262,0,233,66,2736,1194,3823,3057,68,0
